date,market_state,realized_gross,realized_costs,realized_net,unrealized,total_pnl_gross,total_pnl_net,active
2020-02-04,NORMAL,44499.65397938926,19829.716426666666,38040.112758055926,-161692.98146497132,-117193.32748558206,-123652.8687069154,6
2020-02-05,NORMAL,53045.00363959377,20826.553946666663,45715.64675959377,-164454.276151212,-111409.27251161821,-118738.62939161822,6
2020-02-06,NORMAL,51832.48936097301,22499.675071999995,44137.37708897301,-131786.17366179056,-79953.68430081755,-87648.79657281755,7
2020-02-07,NORMAL,53234.603386216,23679.714069333328,45039.527450215995,-115464.30720382166,-62229.70381760567,-70424.77975360566,7
2020-02-10,NORMAL,57046.05693708719,24571.950112,48605.095771753855,-208088.03345446673,-151041.97651737955,-159482.93768271286,7
2020-02-11,NORMAL,56696.438136642726,24814.54553333333,48137.655109976055,-202137.37446121685,-145440.9363245741,-153999.71935124078,7
2020-02-12,NORMAL,56606.515765161224,25204.397527999998,47929.91087716122,-199103.58815174195,-142497.07238658072,-151173.67727458072,7
2020-02-13,NORMAL,56606.515765161224,25467.434455999995,47929.91087716122,-180324.5128428492,-123717.99707768796,-132394.60196568797,7
2020-02-14,NORMAL,66511.15476851432,26345.208607999997,57208.571149847645,-210586.2105911577,-144075.0558226434,-153377.63944131005,7
2020-02-17,NORMAL,66511.15476851432,26751.005506666665,57208.571149847645,-252892.84052377936,-186381.68575526506,-195684.26937393172,7
2020-02-18,NORMAL,66596.84251916077,27269.127663999996,57166.195532494094,-209149.05882235564,-142552.21630319487,-151982.86328986153,7
2020-02-19,NORMAL,68322.6996647969,27517.061194666665,58644.11914746357,-166548.76390929194,-98226.06424449504,-107904.64476182837,7
2020-02-20,NORMAL,65972.25413832866,27634.883056,56175.85175966199,-136580.80272306676,-70608.5485847381,-80404.95096340477,7
2020-02-24,NORMAL,63821.55344540272,28648.402850666665,53905.28090406938,-265762.2642132614,-201940.71076785872,-211856.98330919206,7
2020-02-25,NORMAL,63821.55344540272,29719.696944,53905.28090406938,-303913.88031995675,-240092.32687455404,-250008.59941588738,8
2020-02-26,NORMAL,61744.87755738074,30468.13150933333,51710.783154714074,-374428.87816042005,-312684.0006030393,-322718.09500570595,8
2020-02-27,NORMAL,51435.217263272876,31431.126783999996,41061.99538593953,-376987.86607558286,-325552.64881230996,-335925.8706896433,8
2020-02-28,CAUTION,48649.77951537022,32874.443477333334,38160.78407803687,-638434.105867528,-589784.3263521577,-600273.3217894911,8
2020-03-02,CAUTION,40057.36660120998,34077.592666666664,29225.147086543308,-694338.8199144233,-654281.4533132133,-665113.67282788,8
2020-03-03,CAUTION,26484.33565482337,35259.67996533334,14837.604617490037,-433051.716567811,-406567.38091298763,-418214.11195032095,8
2020-03-04,CAUTION,30115.765403103956,36467.35367466666,17755.95829377061,-488800.2214045283,-458684.45600142435,-471044.2631107577,8
2020-03-05,CAUTION,17105.135321686277,37270.19577333333,4296.57208168627,-470027.88476181106,-452922.7494401248,-465731.31268012477,8
2020-03-06,CAUTION,15196.776891154892,37760.49001333333,2274.488392488209,-656683.6900476182,-641486.9131564633,-654409.20165513,8
2020-03-09,STRESS,15196.776891154892,37760.49001333333,2274.488392488209,-890466.9151730884,-875270.1382819335,-888192.4267806002,8
2020-03-11,STRESS,15196.776891154892,37760.49001333333,2274.488392488209,-926466.3176259922,-911269.5407348373,-924191.829233504,8
2020-03-12,STRESS,15196.776891154892,37760.49001333333,2274.488392488209,-1362468.5887723288,-1347271.8118811739,-1360194.1003798407,8
2020-03-13,STRESS,15196.776891154892,37760.49001333333,2274.488392488209,-1247001.1350595157,-1231804.3581683608,-1244726.6466670276,8
2020-03-16,CRASH_DEPLOY,15196.776891154892,37760.49001333333,2274.488392488209,-1593018.0606440965,-1577821.2837529415,-1590743.5722516084,8
2020-03-17,CRASH_DEPLOY,15196.776891154892,37760.49001333333,2274.488392488209,-1732824.2484121558,-1717627.4715210008,-1730549.7600196677,8
2020-03-18,CRASH_DEPLOY,15196.776891154892,37760.49001333333,2274.488392488209,-1766482.5330774589,-1751285.756186304,-1764208.0446849708,8
2020-03-19,CRASH_DEPLOY,15196.776891154892,37760.49001333333,2274.488392488209,-2077376.8623168773,-2062180.0854257224,-2075102.3739243892,8
2020-03-20,CRASH_DEPLOY,15196.776891154892,37760.49001333333,2274.488392488209,-1910987.046640475,-1895790.26974932,-1908712.558247987,8
2020-03-23,CRASH_DEPLOY,15196.776891154892,37760.49001333333,2274.488392488209,-2430762.865276697,-2415566.0883855424,-2428488.376884209,8
2020-03-24,CRASH_DEPLOY,15196.776891154892,37760.49001333333,2274.488392488209,-2387221.2506733574,-2372024.4737822027,-2384946.7622808693,8
2020-03-25,CRASH_DEPLOY,15196.776891154892,37760.49001333333,2274.488392488209,-2283208.1352400016,-2268011.358348847,-2280933.6468475135,8
2020-03-26,CRASH_DEPLOY,15196.776891154892,37760.49001333333,2274.488392488209,-2173341.6571712885,-2158144.880280134,-2171067.1687788004,8
2020-03-27,CRASH_DEPLOY,15196.776891154892,37760.49001333333,2274.488392488209,-2186972.4661352104,-2171775.6892440557,-2184697.9777427223,8
2020-03-30,CRASH_DEPLOY,15196.776891154892,37760.49001333333,2274.488392488209,-2317013.6538204085,-2301816.876929254,-2314739.1654279204,8
2020-03-31,CRASH_DEPLOY,15196.776891154892,37760.49001333333,2274.488392488209,-2170801.795238896,-2155605.018347741,-2168527.3068464077,8
2020-04-01,CRASH_DEPLOY,15196.776891154892,37760.49001333333,2274.488392488209,-2275720.6811905853,-2260523.9042994305,-2273446.192798097,8
2020-04-03,CRASH_DEPLOY,15196.776891154892,37760.49001333333,2274.488392488209,-2252196.2370472928,-2236999.460156138,-2249921.7486548047,8
2020-04-07,CRASH_DEPLOY,19931.83962013403,38002.27864,6767.762494800692,-2007122.148128937,-1987190.308508803,-2000354.3856341364,8
2020-04-08,CRASH_DEPLOY,37034.43371360273,38380.32384,23492.311388269394,-1986443.3694277601,-1949408.9357141573,-1962951.0580394908,8
2020-04-09,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1885942.1805672802,-1819805.1527602088,-1833743.7549975421,8
2020-04-13,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1947181.0050892574,-1881043.977282186,-1894982.5795195193,8
2020-04-15,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1914292.37173438,-1848155.3439273087,-1862093.946164642,8
2020-04-16,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1848384.8519600567,-1782247.8241529854,-1796186.4263903187,8
2020-04-17,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1729168.4787091152,-1663031.4509020438,-1676970.0531393772,8
2020-04-20,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1774213.9376937067,-1708076.9098866354,-1722015.5121239687,8
2020-04-21,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1919167.57537524,-1853030.5475681687,-1866969.149805502,8
2020-04-22,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1817506.3546674622,-1751369.3268603908,-1765307.9290977241,8
2020-04-23,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1815036.2575198133,-1748899.229712742,-1762837.8319500752,8
2020-04-24,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1911251.3544370555,-1845114.3266299842,-1859052.9288673175,8
2020-04-27,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1849358.7207316924,-1783221.692924621,-1797160.2951619544,8
2020-04-28,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1821987.8440324566,-1755850.8162253853,-1769789.4184627186,8
2020-04-29,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1764665.1282265526,-1698528.1004194813,-1712466.7026568146,8
2020-04-30,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1592251.942693008,-1526114.9148859368,-1540053.51712327,8
2020-05-04,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1837239.4639813262,-1771102.4361742549,-1785041.0384115882,8
2020-05-05,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1845734.7023966305,-1779597.6745895592,-1793536.2768268925,8
2020-05-06,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1833037.901042423,-1766900.8732353516,-1780839.475472685,8
2020-05-07,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1902015.0278657172,-1835878.0000586458,-1849816.6022959792,8
2020-05-08,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1940534.3823559324,-1874397.354548861,-1888335.9567861944,8
2020-05-11,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1907649.163668998,-1841512.1358619267,-1855450.73809926,8
2020-05-12,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1833645.5378702888,-1767508.5100632175,-1781447.1123005508,8
2020-05-13,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1738084.5373114888,-1671947.5095044174,-1685886.1117417507,8
2020-05-14,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1798832.8203226668,-1732695.7925155954,-1746634.3947529288,8
2020-05-15,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1796836.9893091214,-1730699.96150205,-1744638.5637393834,8
2020-05-18,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1991069.955023979,-1924932.9272169077,-1938871.529454241,8
2020-05-19,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-2033478.5463750586,-1967341.5185679873,-1981280.1208053206,8
2020-05-20,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1950494.2225341036,-1884357.1947270322,-1898295.7969643655,8
2020-05-21,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1913824.9643156903,-1847687.936508619,-1861626.5387459523,8
2020-05-22,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1891988.870907018,-1825851.8430999466,-1839790.44533728,8
2020-05-26,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1869489.2910616386,-1803352.2632545673,-1817290.8654919006,8
2020-05-27,CRASH_DEPLOY,66137.0278070714,38776.803752,52198.425569738065,-1783054.8130336965,-1716917.7852266252,-1730856.3874639585,8
2020-05-28,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1671264.4493030268,-1605127.4214959554,-1619066.0237332887,8
2020-05-29,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1597152.3787662406,-1531015.3509591692,-1544953.9531965025,8
2020-06-01,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1505817.1915507861,-1439680.1637437148,-1453618.765981048,8
2020-06-02,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1386741.4144391944,-1320604.386632123,-1334542.9888694563,8
2020-06-03,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1387564.253365904,-1321427.2255588328,-1335365.827796166,8
2020-06-04,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1289999.4264860048,-1223862.3986789335,-1237801.0009162668,8
2020-06-05,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1168969.6621785932,-1102832.6343715219,-1116771.2366088552,8
2020-06-08,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1195211.7775506258,-1129074.7497435545,-1143013.3519808878,8
2020-06-09,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1266129.5183236694,-1199992.490516598,-1213931.0927539314,8
2020-06-10,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1246445.3199845043,-1180308.292177433,-1194246.8944147662,8
2020-06-11,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1389456.6292879914,-1323319.60148092,-1337258.2037182534,8
2020-06-12,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1418126.7550555808,-1351989.7272485094,-1365928.3294858427,8
2020-06-15,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1489769.637511673,-1423632.6097046016,-1437571.211941935,8
2020-06-16,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1486707.3007807997,-1420570.2729737284,-1434508.8752110617,8
2020-06-17,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1473467.9496121295,-1407330.9218050581,-1421269.5240423915,8
2020-06-18,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1347358.9974567972,-1281221.9696497258,-1295160.5718870591,8
2020-06-19,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1286692.8777005635,-1220555.8498934922,-1234494.4521308255,8
2020-06-22,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1184833.812271516,-1118696.7844644447,-1132635.386701778,8
2020-06-23,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1083960.4162661429,-1017823.3884590715,-1031761.9906964048,8
2020-06-24,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1180481.5623752342,-1114344.5345681629,-1128283.1368054962,8
2020-06-25,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1207424.2507153705,-1141287.2229082992,-1155225.8251456325,8
2020-06-26,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1142223.5551212041,-1076086.5273141328,-1090025.129551466,8
2020-06-29,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1236172.7775087128,-1170035.7497016415,-1183974.3519389748,8
2020-06-30,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1273031.4541112036,-1206894.4263041322,-1220833.0285414655,8
2020-07-01,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1202412.5538892536,-1136275.5260821823,-1150214.1283195156,8
2020-07-02,STRESS,66137.0278070714,38776.803752,52198.425569738065,-1202920.9932487772,-1136783.965441706,-1150722.5676790392,8
2020-07-03,CAUTION,-507330.1083299618,40674.68854133334,-523166.5953566286,-498988.6438466091,-1006318.7521765709,-1022155.2392032377,6
2020-07-06,CAUTION,-508999.8854619208,40796.60700533333,-524958.2909525876,-446021.57324625924,-955021.4587081801,-970979.8641988469,6
2020-07-07,CAUTION,-509336.3292605464,40920.57377066667,-525418.7015165464,-472200.6902180122,-981537.0194785586,-997619.3917345586,6
2020-07-08,CAUTION,-509336.3292605464,40920.57377066667,-525418.7015165464,-500091.7646841219,-1009428.0939446683,-1025510.4662006684,6
2020-07-09,CAUTION,-509336.3292605464,40920.57377066667,-525418.7015165464,-477098.3603198924,-986434.6895804389,-1002517.0618364388,6
2020-07-10,CAUTION,-509336.3292605464,40920.57377066667,-525418.7015165464,-500817.9536471056,-1010154.282907652,-1026236.655163652,6
2020-07-13,CAUTION,-509336.3292605464,40920.57377066667,-525418.7015165464,-485098.82994606835,-994435.1592066148,-1010517.5314626148,6
2020-07-14,CAUTION,-509336.3292605464,40920.57377066667,-525418.7015165464,-561885.5935507666,-1071221.922811313,-1087304.2950673131,6
2020-07-15,CAUTION,-509336.3292605464,40920.57377066667,-525418.7015165464,-578242.1628202405,-1087578.492080787,-1103660.8643367868,6
2020-07-16,CAUTION,-509336.3292605464,40920.57377066667,-525418.7015165464,-540865.2908496417,-1050201.6201101881,-1066283.9923661882,6
2020-07-17,CAUTION,-509336.3292605464,40920.57377066667,-525418.7015165464,-430133.1266394674,-939469.4559000138,-955551.8281560137,6
2020-07-20,CAUTION,-509336.3292605464,40920.57377066667,-525418.7015165464,-416822.46885772457,-926158.7981182709,-942241.170374271,6
2020-07-21,CAUTION,-508309.67565136234,41304.76387466667,-524776.2380113624,-282219.9032345889,-790529.5788859513,-806996.1412459513,6
2020-07-22,CAUTION,-508309.67565136234,41304.76387466667,-524776.2380113624,-273670.63308946753,-781980.3087408298,-798446.8711008299,6
2020-07-23,CAUTION,-504982.5632486135,41558.84230933333,-521703.20404328016,-222480.8663952184,-727463.4296438319,-744184.0704384986,6
2020-07-24,CAUTION,-504982.5632486135,41558.84230933333,-521703.20404328016,-255605.03585276857,-760587.5991013821,-777308.2398960488,6
2020-07-27,CAUTION,-504982.5632486135,41558.84230933333,-521703.20404328016,-273416.68060386565,-778399.2438524792,-795119.8846471459,6
2020-07-28,CAUTION,-504982.5632486135,41558.84230933333,-521703.20404328016,-243779.73818225216,-748762.3014308657,-765482.9422255324,6
2020-07-29,CAUTION,-501319.0070472391,41688.953978666665,-518169.7595112392,-241907.56525614113,-743226.5723033802,-760077.3247673803,6
2020-07-30,CAUTION,-496322.11751253146,41821.11394933333,-513305.02994719805,-302281.64918939944,-798603.7667019309,-815586.6791365976,6
2020-07-31,CAUTION,-496322.11751253146,41821.11394933333,-513305.02994719805,-288212.9093602618,-784535.0268727932,-801517.9393074599,6
2020-08-03,CAUTION,-496322.11751253146,41821.11394933333,-513305.02994719805,-302909.6233129402,-799231.7408254717,-816214.6532601382,6
2020-08-04,CAUTION,-496322.11751253146,41821.11394933333,-513305.02994719805,-282572.1283776187,-778894.2458901501,-795877.1583248167,6
2020-08-05,CAUTION,-494745.77343277377,42058.805973333336,-511966.37789144047,-253996.5452183553,-748742.318651129,-765962.9231097958,6
2020-08-06,CAUTION,-498166.31888772384,42164.33802666667,-515492.4553997238,-233644.53656785155,-731810.8554555754,-749136.9919675754,6
2020-08-07,CAUTION,-498166.31888772384,42164.33802666667,-515492.4553997238,-211323.98596611177,-709490.3048538356,-726816.4413658355,6
2020-08-10,CAUTION,-498166.31888772384,42164.33802666667,-515492.4553997238,-186655.69969938986,-684822.0185871137,-702148.1550991137,6
2020-08-11,CAUTION,-498166.31888772384,42164.33802666667,-515492.4553997238,-181756.41695616912,-679922.7358438929,-697248.8723558929,6
2020-08-12,CAUTION,-500253.53100934054,42271.91838133334,-517687.24787600717,-176662.5476899335,-676916.078699274,-694349.7955659407,6
2020-08-13,CAUTION,-500253.53100934054,42271.91838133334,-517687.24787600717,-183126.93240737316,-683380.4634167138,-700814.1802833803,6
2020-08-14,CAUTION,-500253.53100934054,42271.91838133334,-517687.24787600717,-236426.0783278395,-736679.60933718,-754113.3262038466,6
2020-08-17,CAUTION,-500253.53100934054,42271.91838133334,-517687.24787600717,-186204.34956864995,-686457.8805779906,-703891.5974446571,6
2020-08-18,CAUTION,-500253.53100934054,42271.91838133334,-517687.24787600717,-184750.98570658948,-685004.5167159301,-702438.2335825966,6
2020-08-19,CAUTION,-500253.53100934054,42271.91838133334,-517687.24787600717,-182896.43359276094,-683149.9646021015,-700583.681468768,6
2020-08-20,CAUTION,-500253.53100934054,42271.91838133334,-517687.24787600717,-161254.99061257945,-661508.5216219199,-678942.2384885866,6
2020-08-21,CAUTION,-501007.40979762387,42381.54703733334,-518550.7553202906,-118854.16684672894,-619861.5766443529,-637404.9221670196,6
2020-08-24,NORMAL,-462353.1849921263,44919.53064533334,-480453.84661612636,-190312.8178877083,-652666.0028798346,-670766.6645038347,6
2020-08-25,NORMAL,-460162.4089472238,47078.45014666666,-478661.5987845571,-180426.39648772965,-640588.8054349534,-659087.9952722867,7
2020-08-26,NORMAL,-452776.6157756626,47858.87865599999,-471920.2190556626,-156255.83733034792,-609032.4531060106,-628176.0563860105,7
2020-08-27,NORMAL,-447557.66417566256,48276.358567999996,-466835.47572766256,-160091.6546943403,-607649.3188700029,-626927.1304220029,7
2020-08-28,NORMAL,-443030.4532750255,49391.38323733333,-463037.7273096922,-121177.79210404374,-564208.2453790692,-584215.519413736,7
2020-08-31,CAUTION,-442893.65164401557,51582.64542666666,-463498.2281906823,-229864.96826361946,-672758.619907635,-693363.1964543017,7
2020-09-01,NORMAL,-437733.4373241338,53586.982357333334,-459447.5698548005,-176977.0663882306,-614710.5037123645,-636424.6362430311,8
2020-09-02,NORMAL,-423940.1552420469,54396.887085333336,-446319.1842287136,-124437.48957889162,-548377.6448209386,-570756.6738076053,8
2020-09-03,NORMAL,-409140.7735191159,55697.486053333334,-432294.3276177826,-127552.66865586836,-536693.4421749843,-559846.9962736509,8
2020-09-04,CAUTION,-404965.75566164544,56521.804370666665,-428381.58140031213,-192655.4342592421,-597621.1899208876,-621037.0156595542,8
2020-09-07,CAUTION,-396583.8893992943,57723.73997066666,-420274.276585961,-215141.90291152487,-611725.7923108191,-635416.1794974859,8
2020-09-08,CAUTION,-397449.19979136426,59043.44913066667,-421509.43897269765,-264414.5339271821,-661863.7337185463,-685923.9728998798,8
2020-09-09,CAUTION,-395292.17122468085,60309.43377066667,-419974.2925340142,-218430.99653417116,-613723.167758852,-638405.2890681854,8
2020-09-10,NORMAL,-388091.4582236097,61475.817672000005,-413529.66993294307,-152099.37202517927,-540190.8302487889,-565629.0419581223,8
2020-09-11,NORMAL,-387699.7690170342,61848.483256,-413247.6093823676,-178780.366847578,-566480.1358646122,-592027.9762299455,8
2020-09-14,CAUTION,-384326.7091646984,63145.502608,-410362.2233860318,-224459.80699435255,-608786.5161590509,-634822.0303803843,8
2020-09-15,NORMAL,-383867.9786052472,63779.83303733334,-410397.3115865806,-167360.5771505173,-551228.5557557645,-577757.8887370978,8
2020-09-16,NORMAL,-382304.8594413463,64168.67823733333,-409078.02935067966,-174611.64306848455,-556916.5025098309,-583689.6724191642,8
2020-09-17,NORMAL,-378201.4308264988,64717.51812,-405249.16218383214,-180430.71676336328,-558632.1475898621,-585679.8789471954,8
2020-09-18,NORMAL,-372831.16033724626,65987.392568,-400622.69228657964,-162908.91442730773,-535740.0747645539,-563531.6067138873,8
2020-09-21,CAUTION,-371856.4185970257,67851.81709066665,-399918.4153916924,-285287.90127418144,-657144.3198712071,-685206.3166658739,8
2020-09-22,CAUTION,-386569.5331619851,70448.75239733332,-415623.2640793185,-338882.2519982362,-725451.7851602214,-754505.5160775548,8
2020-09-23,CAUTION,-392463.1898397581,71684.43290133332,-421756.6610824248,-419847.86151294166,-812311.0513526998,-841604.5225953665,8
2020-09-24,CAUTION,-392085.19429668214,72526.96480799999,-421488.29419534886,-538817.0229106812,-930902.2172073633,-960305.3171060301,8
2020-09-25,CAUTION,-400000.126607732,73491.62950666665,-430234.124439732,-423356.23233690177,-823356.3589446337,-853590.3567766338,8
2020-09-28,CAUTION,-409192.76150042715,74826.79450133332,-440643.89567109384,-258918.99328939355,-668111.7547898206,-699562.8889604874,8
2020-09-29,CAUTION,-401459.4230973072,76086.841032,-433408.4726306406,-305017.69311895967,-706477.1162162669,-738426.1657496003,8
2020-09-30,CAUTION,-400860.1098548755,76709.49524266666,-433052.99631620885,-393055.70399254176,-793915.8138474172,-826108.7003087506,8
2020-10-01,CAUTION,-397163.1994791365,77079.34723733334,-429725.93793513643,-327727.7318096252,-724890.9312887618,-757453.6697447617,8
2020-10-05,NORMAL,-397675.6669396602,77696.45654399999,-430469.9525156602,-363480.18677937245,-761155.8537190326,-793950.1392950327,8
2020-10-06,NORMAL,-393050.62243052747,78076.55004533332,-426225.0015078608,-321279.0407985085,-714329.6632290359,-747504.0423063693,8
2020-10-07,NORMAL,-393483.0599422507,80220.41829066665,-427221.9687102507,-450853.76823647245,-844336.8281787231,-878075.7369467232,8
2020-10-08,NORMAL,-396815.5215700019,81319.47013866666,-431031.86268733523,-482390.21158270957,-879205.7331527115,-913422.0742700448,8
2020-10-09,NORMAL,-401026.01990934985,82467.95669866665,-435662.4409386832,-491172.47842145734,-892198.4983308072,-926834.9193601406,8
2020-10-12,NORMAL,-533884.0239931408,83599.766228,-569409.4523358075,-513914.58583722234,-1047798.6098303632,-1083324.03817303,7
2020-10-13,NORMAL,-533344.9360098973,83838.26504666665,-568984.0896112307,-545954.036736052,-1079298.9727459494,-1114938.1263472827,7
2020-10-14,NORMAL,-529736.0373152299,84212.62043866665,-565629.26935123,-544306.9380648502,-1074042.97538008,-1109936.2074160802,7
2020-10-15,NORMAL,-524404.5623630668,84979.48292133331,-560549.8245324001,-644282.6154079713,-1168687.1777710381,-1204832.4399403716,7
2020-10-16,NORMAL,-520559.7053367924,85351.59680666665,-556843.2723807924,-661474.7333448522,-1182034.4386816446,-1218318.0057256445,7
2020-10-19,NORMAL,-521265.614837733,85759.635212,-557664.955441733,-669494.3955853786,-1190760.0104231117,-1227159.3510271115,7
2020-10-20,NORMAL,-521265.614837733,85759.635212,-557664.955441733,-645751.2251456014,-1167016.8399833343,-1203416.1805873346,7
2020-10-21,NORMAL,-522730.5224735757,86258.92265733333,-559243.5883362424,-589480.0417315201,-1112210.5642050959,-1148723.6300677625,7
2020-10-22,NORMAL,-522862.0967760851,86374.69621733332,-559490.9361987518,-554581.788351834,-1077443.8851279193,-1114072.7245505857,7
2020-10-23,NORMAL,-524585.0466739044,86602.14673466666,-561441.3366139043,-513554.45434531535,-1038139.5010192198,-1074995.7909592197,7
2020-10-26,NORMAL,-524068.45563010045,87144.40020666666,-561058.9538421005,-596604.8207816542,-1120673.2764117545,-1157663.7746237547,7
2020-10-27,NORMAL,-520329.66116583085,87382.09223066665,-557557.8514018308,-517609.3660666258,-1037939.0272324567,-1075167.2174684566,7
2020-10-28,NORMAL,-514953.20580904675,88462.30257199999,-552760.2638450467,-512341.4224346468,-1027294.6282436936,-1065101.6862796936,7
2020-10-29,NORMAL,-512638.76731471217,88702.44969199998,-550565.6955133788,-530690.3763782075,-1043329.1436929196,-1081256.0718915863,7
2020-10-30,NORMAL,-512638.76731471217,89210.53713733333,-550565.6955133788,-517682.5109395872,-1030321.2782542994,-1068248.206452966,7
2020-11-02,NORMAL,-511331.33136914345,89809.64644399998,-549721.35380781,-518171.8630740412,-1029503.1944431846,-1067893.2168818512,7
2020-11-03,NORMAL,-510102.8433882409,90059.62827599999,-548742.8476589075,-507265.2791215838,-1017368.1225098247,-1056008.1267804913,7
2020-11-04,NORMAL,-511062.9835573869,90328.00331333332,-549833.099497387,-541702.7409919997,-1052765.7245493867,-1091535.8404893866,7
2020-11-05,NORMAL,-493187.8380095775,90836.16018266666,-532466.1108189109,-432222.896065649,-925410.7340752265,-964689.0068845599,7
2020-11-06,NORMAL,-484332.54319286236,90966.27185199999,-523740.927671529,-443459.51147668244,-927792.0546695448,-967200.4391482114,6
2020-11-09,NORMAL,-482558.19227246253,91214.20538266665,-522214.51028179587,-358612.77691311436,-841170.9691855769,-880827.2871949102,6
2020-11-10,NORMAL,-477273.003410468,91484.67022799999,-517199.78626513464,-323579.07488421124,-800852.0782946793,-840778.8611493459,6
2020-11-11,NORMAL,-467500.00903281936,92258.75383333332,-508067.10872748605,-253424.5676333263,-720924.5766661457,-761491.6763608124,6
2020-11-12,NORMAL,-462019.76816895895,92527.17037733333,-502855.2844076256,-256833.45235877472,-718853.2205277337,-759688.7367664003,6
2020-11-13,NORMAL,-452195.5935806283,93099.54157466665,-493317.961075295,-302369.3029729786,-754564.896553607,-795687.2640482737,5
2020-11-14,NORMAL,-448397.17042455904,93219.41173733333,-489639.4080818924,-255627.56570681155,-704024.7361313705,-745266.973788704,5
2020-11-17,NORMAL,-448397.17042455904,93219.41173733333,-489639.4080818924,-305516.85707769834,-753914.0275022574,-795156.2651595908,5
2020-11-18,NORMAL,-448397.17042455904,93346.43359866666,-489639.4080818924,-345846.4134232877,-794243.5838478467,-835485.8215051801,5
2020-11-19,NORMAL,-447522.2524947598,93960.08780933333,-489124.1006400931,-363588.7785077617,-811111.0310025215,-852712.8791478549,5
2020-11-20,NORMAL,-445484.78953129856,94202.68323066666,-487204.4595379652,-343189.4744988834,-788674.264030182,-830393.9340368486,5
2020-11-23,NORMAL,-445484.78953129856,94202.68323066666,-487204.4595379652,-299551.5242887654,-745036.313820064,-786755.9838267306,5
2020-11-24,NORMAL,-443898.0813855412,94324.60169466666,-485739.66985620785,-302869.18990922696,-746767.2712947682,-788608.8597654349,5
2020-11-25,NORMAL,-443898.0813855412,94449.37525466667,-485739.66985620785,-345249.9291253877,-789148.0105109289,-830989.5989815956,5
2020-11-26,NORMAL,-443898.0813855412,94449.37525466667,-485739.66985620785,-322635.73681162973,-766533.818197171,-808375.4066678376,5
