date,market_state,realized,unrealized,total_pnl,active
2023-06-14,NORMAL,459909.75720187015,-23552.421418535407,436357.33578333474,5
2023-06-15,NORMAL,459909.75720187015,-44119.79735027021,415789.95985159994,5
2023-06-16,NORMAL,462001.1544182304,-40805.42658082995,421195.72783740045,5
2023-06-19,NORMAL,462001.1544182304,-59298.299486796255,402702.85493143415,5
2023-06-20,NORMAL,466942.12519115704,-52265.88046544252,414676.24472571455,5
2023-06-21,NORMAL,480824.0667370104,-54276.83194167848,426547.2347953319,4
2023-06-22,NORMAL,482157.40007034375,-78134.48262855416,404022.9174417896,5
2023-06-23,NORMAL,482157.40007034375,-129637.0000148614,352520.40005548234,6
2023-06-26,NORMAL,481324.06673701043,-89593.75502316788,391730.31171384256,6
2023-06-27,NORMAL,481590.73340367706,-87118.41744252323,394472.3159611538,6
2023-06-28,NORMAL,485524.06673701043,-59646.02719155744,425878.039545453,6
2023-06-30,NORMAL,485524.06673701043,-42271.65376183939,443252.41297517106,6
2023-07-03,NORMAL,488764.1709036771,-43511.07837513214,445253.09252854495,5
2023-07-04,NORMAL,488764.1709036771,-37744.93833066727,451019.23257300985,6
2023-07-05,NORMAL,497364.1709036772,-58192.820127248066,439171.3507764291,6
2023-07-06,NORMAL,497364.1709036772,-53519.54895087637,443844.6219528008,6
2023-07-07,NORMAL,497364.1709036772,-87787.31193975348,409576.8589639237,6
2023-07-10,NORMAL,500604.2750703438,-100686.88326119946,399917.39180914435,6
2023-07-11,NORMAL,501483.44173701043,-102466.26156980655,399017.1801672039,6
2023-07-12,NORMAL,500150.1084036771,-101050.48537183646,399099.62303184066,6
2023-07-13,NORMAL,507418.8584036771,-115182.98142790154,392235.8769757756,6
2023-07-14,NORMAL,514431.01118145493,-61817.859319211246,452613.15186224366,6
2023-07-17,NORMAL,519551.2034891472,-36447.26182976915,483103.941659378,6
2023-07-18,NORMAL,519551.2034891472,-42041.835391171335,477509.36809797585,6
2023-07-19,NORMAL,519551.2034891472,-44221.59112098039,475329.6123681668,6
2023-07-20,NORMAL,519551.2034891472,-41382.254789202445,478168.94869994477,6
2023-07-21,NORMAL,520914.16645211016,-79136.75019603455,441777.4162560756,6
2023-07-24,NORMAL,520914.16645211016,-81585.4697317433,439328.69672036683,7
2023-07-25,NORMAL,525688.3331187769,-75479.03003023009,450209.30308854685,8
2023-07-26,NORMAL,529167.4997854435,-64385.61201764151,464781.887767802,8
2023-07-27,NORMAL,537971.2960817398,-85722.32326133596,452248.97282040387,8
2023-07-28,NORMAL,541082.407192851,-82672.85937119366,458409.54782165727,8
2023-07-31,NORMAL,551253.3099706287,-57046.3959510288,494206.9140195999,8
2023-08-01,NORMAL,558912.8304341396,-72101.14343205091,486811.68700208864,9
2023-08-02,NORMAL,559811.5958662383,-129706.4061955054,430105.18967073294,9
2023-08-03,NORMAL,569439.562687226,-172994.79447662545,396444.76821060054,9
2023-08-04,NORMAL,577738.5992048256,-172619.1876626397,405119.4115421859,10
2023-08-07,NORMAL,591769.79519248,-154267.60082506732,437502.19436741265,8
2023-08-08,NORMAL,598995.1858767464,-160997.96306859213,437997.2228081543,9
2023-08-09,NORMAL,606900.7093810198,-135811.9612779724,471088.7481030474,10
2023-08-10,NORMAL,613425.7093810199,-138722.81682481812,474702.8925562018,9
2023-08-11,NORMAL,613425.7093810199,-181172.54093197655,432253.1684490434,10
2023-08-14,NORMAL,613425.7093810199,-224604.88694532294,388820.82243569696,10
2023-08-16,NORMAL,613336.8204921309,-220193.25300041644,393143.5674917145,10
2023-08-17,NORMAL,618093.9871587977,-222171.2964623838,395922.69069641386,10
2023-08-18,NORMAL,627824.5427143533,-258812.47454062637,369012.0681737269,9
2023-08-21,NORMAL,631468.7945662051,-217314.85543393122,414153.9391322739,9
2023-08-22,NORMAL,635468.7945662051,-235215.0764454541,400253.71812075103,9
2023-08-23,NORMAL,640742.4834550942,-243607.89462814367,397134.5888269505,9
2023-08-24,NORMAL,643149.8908625015,-237691.1721907119,405458.71867178957,9
2023-08-25,NORMAL,643149.8908625015,-241995.64178622045,401154.249076281,9
2023-08-28,NORMAL,643507.9155538596,-229929.68795009571,413578.2276037638,9
2023-08-29,NORMAL,646651.0291341064,-201059.202890625,445591.82624348137,9
2023-08-30,NORMAL,650186.1180229953,-210216.4562421925,439969.66178080277,9
2023-08-31,NORMAL,650186.1180229953,-270351.84156964114,379834.27645335416,10
2023-09-01,NORMAL,656766.3511943312,-203578.84500855667,453187.5061857745,10
2023-09-04,NORMAL,668415.3959826789,-173665.65320516814,494749.7427775107,9
2023-09-05,NORMAL,669158.2531255361,-153894.12427991466,515264.1288456215,9
2023-09-06,NORMAL,672170.5988045484,-145296.46485613697,526874.1339484114,9
2023-09-07,NORMAL,673503.9321378818,-130679.34959728573,542824.582540596,8
2023-09-08,NORMAL,673661.7230649034,-114487.00635718973,559174.7167077137,8
2023-09-11,NORMAL,679547.4373506177,-73786.94655164352,605760.4907989742,8
2023-09-12,NORMAL,686374.8788111953,-143491.2339947832,542883.6448164121,8
2023-09-13,NORMAL,686066.529041307,-116352.56501735235,569713.9640239547,8
2023-09-14,NORMAL,693053.8844136723,-80445.2877174963,612608.596696176,8
2023-09-15,NORMAL,694246.5927470056,-88048.40589410166,606198.186852904,8
2023-09-18,NORMAL,694246.5927470056,-74306.75805941934,619939.8346875863,8
2023-09-20,NORMAL,694246.5927470055,-117035.44397474651,577211.148772259,10
2023-09-21,NORMAL,694246.5927470055,-114186.9121006141,580059.6806463914,10
2023-09-22,NORMAL,695579.9260803389,-144590.2512613866,550989.6748189523,10
2023-09-25,NORMAL,698223.0837773427,-132240.48984499692,565982.5939323457,10
2023-09-26,NORMAL,704608.5004440094,-144564.29944828738,560044.2009957221,10
2023-09-27,NORMAL,704608.5004440094,-135644.49099512503,568964.0094488844,10
2023-09-28,NORMAL,704756.6485921575,-230619.26798924306,474137.3806029145,10
2023-09-29,NORMAL,709731.1341888653,-189260.30913647648,520470.8250523888,10
2023-10-03,NORMAL,709864.4675221987,-224477.59360796583,485386.8739142328,10
2023-10-04,NORMAL,709836.1139932871,-234873.80930401798,474962.3046892691,10
2023-10-05,NORMAL,709804.2727338817,-210480.85799138687,499323.4147424948,10
2023-10-06,NORMAL,714073.9235484044,-150537.72988373073,563536.1936646736,10
2023-10-09,NORMAL,715705.433965071,-197671.7107776493,518033.7231874217,10
2023-10-10,NORMAL,716712.9552177421,-150561.38095865733,566151.5742590848,10
2023-10-11,NORMAL,722945.7359363053,-108706.10965174172,614239.6262845636,10
2023-10-12,NORMAL,726311.5338329673,-110570.99146716952,615740.5423657978,10
2023-10-13,NORMAL,726415.237536671,-129471.63023096145,596943.6073057095,10
2023-10-16,NORMAL,726415.237536671,-131683.0176986118,594732.2198380592,10
2023-10-17,NORMAL,728068.6440295837,-112293.48187358555,615775.1621559982,10
2023-10-18,NORMAL,731033.4877795837,-156082.057532267,574951.4302473166,10
2023-10-19,NORMAL,731033.4877795837,-180415.45796900176,550618.0298105819,10
2023-10-20,NORMAL,730729.9568433997,-230512.2378632235,500217.71898017614,10
2023-10-23,NORMAL,734405.3572054098,-333371.70108999225,401033.65611541754,10
2023-10-25,NORMAL,733696.075083782,-366684.5957965145,367011.4792872675,10
2023-10-26,NORMAL,733696.075083782,-479292.7599489186,254403.31513486337,10
2023-10-27,NORMAL,729273.5113107661,-440581.68818057014,288691.82313019596,10
2023-10-30,NORMAL,726926.1308001203,-428062.8092807488,298863.3215193715,10
2023-10-31,NORMAL,726455.0196890093,-412110.7578036672,314344.2618853421,10
2023-11-01,NORMAL,726455.0196890093,-438202.3019178562,288252.7177711531,10
2023-11-02,NORMAL,725047.1686805546,-377776.57793974644,347270.59074080817,10
2023-11-03,NORMAL,727819.9089341869,-353964.87617749325,373855.03275669366,10
2023-11-06,NORMAL,733245.2296139412,-296746.4850549198,436498.7445590214,10
2023-11-07,NORMAL,736075.3234230654,-289484.414026172,446590.90939689334,10
2023-11-08,NORMAL,735963.3732173318,-232860.55327189591,503102.8199454359,10
2023-11-09,NORMAL,744018.7589537475,-265548.11996660393,478470.6389871435,9
2023-11-10,NORMAL,744018.7589537475,-271358.01240330376,472660.7465504437,9
2023-11-12,NORMAL,748408.0004902058,-249087.22057785647,499320.77991234936,8
2023-11-13,NORMAL,748408.0004902058,-252450.65066467517,495957.34982553066,9
2023-11-15,NORMAL,760571.2074004211,-188123.8895878956,572447.3178125256,9
2023-11-16,NORMAL,773497.5066754333,-167204.8325068139,606292.6741686193,9
2023-11-17,NORMAL,777898.0891659494,-170941.00533222384,606957.0838337255,9
2023-11-20,NORMAL,784564.755832616,-191308.41945847322,593256.3363741428,9
2023-11-21,NORMAL,788428.4597441595,-160594.5693366694,627833.8904074901,9
2023-11-22,NORMAL,792861.3986001752,-150054.78686346856,642806.6117367066,9
2023-11-23,NORMAL,798627.6707895243,-140303.09231951652,658324.5784700077,9
2023-11-24,NORMAL,803370.596564116,-140094.35474143203,663276.241822684,9
2023-11-28,NORMAL,835585.9815144528,-84723.09808596218,750862.8834284907,9
2023-11-29,NORMAL,844684.8006184051,-69090.85483367575,775593.9457847293,9
2023-11-30,NORMAL,860736.7870934685,-67742.68989083613,792994.0972026323,9
2023-12-01,NORMAL,865568.1388147539,-53601.273326676426,811966.8654880774,9
2023-12-04,NORMAL,923250.8751785858,-60547.805515497515,862703.0696630883,8
2023-12-05,NORMAL,959004.4925559594,-83566.57224874015,875437.9203072193,7
2023-12-06,NORMAL,969329.3045252524,-44905.6353987652,924423.6691264872,7
2023-12-07,NORMAL,974803.7964768304,-56163.885819694755,918639.9106571357,7
2023-12-08,NORMAL,976803.0100581003,-58866.97904881503,917936.0310092852,7
2023-12-11,NORMAL,976803.0100581003,-41559.632851449016,935243.3772066513,7
2023-12-12,NORMAL,984832.1768709044,-52223.7230875899,932608.4537833144,7
2023-12-13,NORMAL,984832.1768709044,-51246.42607924031,933585.7507916641,7
2023-12-14,NORMAL,1005639.6550803601,-27025.513414613888,978614.1416657462,7
