date_utc,ts,portfolio_value,portfolio_pnl,portfolio_pnl_pct
2026-03-23,2026-03-23T13:51:40.755241+00:00,1998733.64925,502466.58925,0.3358134404495946064601595921
2026-03-23,2026-03-23T13:51:40.755241+00:00,1998733.64925,502466.58925,0.3358134404495946064601595921
2026-03-24,2026-03-24T23:59:14.160685+00:00,2159501.68725,663234.62725,0.4432595256424344461609680828
2026-03-25,2026-03-25T23:59:10.159678+00:00,3598914.53,2102647.47,1.405262152867282930094043506
2026-03-26,2026-03-26T00:29:14.139754+00:00,3598914.53,2102647.47,1.405262152867282930094043506
2026-03-27,2026-03-27T23:59:49.179322+00:00,3592857.9995,2096590.9395,1.401214392502899849977316215
