ts,broker,quote_asset,portfolio_value,portfolio_pnl,portfolio_pnl_pct,strategy_equity,strategy_realized,strategy_unrealized,strategy_total,drawdown_pct,exposure,exposure_pct
2026-03-23T05:34:28.504364+00:00,fyers,INR,1494160.16,-2106.90,-0.001408104245775483422057022361,1938785.16,0,-127912.40,-127912.40,0.001408104245775483422057022361,1751599.70,0.9034521906491176154865967718
2026-03-23T05:34:38.703918+00:00,fyers,INR,1494160.16,-2106.90,-0.001408104245775483422057022361,1938785.16,0,-127912.40,-127912.40,0.001408104245775483422057022361,1751599.70,0.9034521906491176154865967718
2026-03-23T05:34:48.900159+00:00,fyers,INR,1494160.16,-2106.90,-0.001408104245775483422057022361,1938785.16,0,-127912.40,-127912.40,0.001408104245775483422057022361,1751599.70,0.9034521906491176154865967718
2026-03-23T05:34:59.107938+00:00,fyers,INR,1494160.16,-2106.90,-0.001408104245775483422057022361,1938785.16,0,-127912.40,-127912.40,0.001408104245775483422057022361,1751599.70,0.9034521906491176154865967718
2026-03-23T05:35:09.330508+00:00,fyers,INR,1494160.16,-2106.90,-0.001408104245775483422057022361,1938785.16,0,-127912.40,-127912.40,0.001408104245775483422057022361,1751599.70,0.9034521906491176154865967718
2026-03-23T05:35:19.548072+00:00,fyers,INR,1494160.16,-2106.90,-0.001408104245775483422057022361,1938785.16,0,-127912.40,-127912.40,0.001408104245775483422057022361,1751599.70,0.9034521906491176154865967718
2026-03-23T05:35:29.747650+00:00,fyers,INR,1494160.16,-2106.90,-0.001408104245775483422057022361,1938785.16,0,-127912.40,-127912.40,0.001408104245775483422057022361,1751599.70,0.9034521906491176154865967718
2026-03-23T05:35:39.943793+00:00,fyers,INR,1494160.16,-2106.90,-0.001408104245775483422057022361,1938785.16,0,-127912.40,-127912.40,0.001408104245775483422057022361,1751599.70,0.9034521906491176154865967718
2026-03-23T05:35:50.156648+00:00,fyers,INR,1494160.16,-2106.90,-0.001408104245775483422057022361,1938785.16,0,-127912.40,-127912.40,0.001408104245775483422057022361,1751599.70,0.9034521906491176154865967718
2026-03-23T05:36:00.362367+00:00,fyers,INR,1492521.46,-3745.60,-0.002503296436934192750323595308,1936621.46,0,-130076.10,-130076.10,0.002503296436934192750323595308,1749436.0,0.9033443221268445512320203247
2026-03-23T05:36:10.571967+00:00,fyers,INR,1492521.46,-3745.60,-0.002503296436934192750323595308,1936621.46,0,-130076.10,-130076.10,0.002503296436934192750323595308,1749436.0,0.9033443221268445512320203247
2026-03-23T05:36:20.790659+00:00,fyers,INR,1492521.46,-3745.60,-0.002503296436934192750323595308,1936621.46,0,-130076.10,-130076.10,0.002503296436934192750323595308,1749436.0,0.9033443221268445512320203247
