timestamp,side,price,qty,grid_level,cost,pnl
2026-03-24 03:45:00,BUY,2399.65,195,2399.65,815.2048207925001,0.0
2026-03-24 04:00:00,BUY,2386.5,195,2386.5,810.866853425,0.0
2026-03-24 05:45:00,SELL,2412.8,195,2412.8,396.09638816000006,1352.9487910475177
2026-03-24 05:45:00,SELL,2399.65,195,2399.65,394.0662457925,1359.3169007825177
2026-03-24 06:15:00,BUY,2425.95,195,2425.95,823.8807555275,0.0
2026-03-24 06:30:00,BUY,2425.95,195,2425.95,823.8807555275,0.0
2026-04-01 03:45:00,SELL,2439.1,195,2439.1,400.15667289500004,1340.2125715775178
2026-04-01 04:00:00,BUY,2439.1,195,2439.1,828.218722895,0.0
2026-04-01 04:00:00,SELL,2452.25,195,2452.25,402.1868152625,1333.8444618425176
2026-04-01 04:00:00,SELL,2439.1,195,2439.1,400.15667289500004,1340.2125715775178
2026-04-01 04:15:00,BUY,2452.25,195,2452.25,832.5566902625,0.0
2026-04-01 04:15:00,SELL,2465.4,195,2465.4,404.21695763,1327.4763521075176
2026-04-01 04:45:00,BUY,2452.25,195,2452.25,832.5566902625,0.0
2026-04-01 06:45:00,BUY,2439.1,195,2439.1,828.218722895,0.0
2026-04-02 08:00:00,SELL,2452.25,195,2452.25,402.1868152625,1333.8444618425176
2026-04-02 08:15:00,BUY,2439.1,195,2439.1,828.218722895,0.0
2026-04-02 08:30:00,SELL,2452.25,195,2452.25,402.1868152625,1333.8444618425176
2026-04-02 08:45:00,BUY,2452.25,195,2452.25,832.5566902625,0.0
2026-04-02 09:00:00,SELL,2465.4,195,2465.4,404.21695763,1327.4763521075176
2026-04-02 09:00:00,BUY,2452.25,195,2452.25,832.5566902625,0.0
2026-04-06 03:45:00,SELL,2465.4,195,2465.4,404.21695763,1327.4763521075176
2026-04-06 03:45:00,BUY,2452.25,195,2452.25,832.5566902625,0.0
2026-04-06 04:00:00,SELL,2465.4,195,2465.4,404.21695763,1327.4763521075176
2026-04-06 04:00:00,BUY,2452.25,195,2452.25,832.5566902625,0.0
2026-04-06 06:45:00,SELL,2465.4,195,2465.4,404.21695763,1327.4763521075176
2026-04-06 07:00:00,SELL,2465.4,195,2465.4,404.21695763,1327.4763521075176
2026-04-06 07:15:00,BUY,2465.4,195,2465.4,836.89465763,0.0
2026-04-06 07:30:00,SELL,2478.55,195,2478.55,406.2470999975001,1321.1082423725177
2026-04-07 03:45:00,BUY,2452.25,195,2452.25,832.5566902625,0.0
2026-04-07 03:45:00,BUY,2465.4,195,2465.4,836.89465763,0.0
2026-04-07 03:45:00,SELL,2478.55,195,2478.55,406.2470999975001,1321.1082423725177
2026-04-07 03:45:00,SELL,2465.4,195,2465.4,404.21695763,1327.4763521075176
2026-04-07 04:00:00,BUY,2478.55,195,2478.55,841.2326249975001,0.0
2026-04-07 04:15:00,BUY,2478.55,195,2478.55,841.2326249975001,0.0
2026-04-07 04:15:00,SELL,2491.7,195,2491.7,408.277242365,1314.7401326374288
2026-04-07 04:30:00,BUY,2491.7,195,2491.7,845.5705923649998,0.0
2026-04-07 04:30:00,SELL,2491.7,195,2491.7,408.277242365,1314.7401326374288
2026-04-07 04:45:00,SELL,2504.85,195,2504.85,410.30738473250005,1308.372022902518
2026-04-07 05:30:00,BUY,2518.0,195,2518.0,854.2465270999999,0.0
2026-04-07 05:45:00,SELL,2531.15,195,2531.15,414.3676694675,1295.6358034325178
2026-04-07 06:15:00,BUY,2531.15,195,2531.15,858.5844944675,0.0
2026-04-07 06:30:00,BUY,2531.15,195,2531.15,858.5844944675,0.0
2026-04-08 03:45:00,SELL,2544.3,195,2544.3,416.3978118350001,1289.2676936975176
2026-04-08 03:45:00,BUY,2544.3,195,2544.3,862.9224618350001,0.0
2026-04-08 04:00:00,SELL,2544.3,195,2544.3,416.3978118350001,1289.2676936975176
2026-04-08 04:15:00,SELL,2557.45,195,2557.45,418.42795420249996,1282.899583962429
2026-04-08 04:45:00,BUY,2544.3,195,2544.3,862.9224618350001,0.0
2026-04-08 05:00:00,BUY,2544.3,195,2544.3,862.9224618350001,0.0
2026-04-08 05:00:00,SELL,2557.45,195,2557.45,418.42795420249996,1282.899583962429
2026-04-08 05:15:00,BUY,2557.45,195,2557.45,867.2604292024998,0.0
2026-04-08 05:15:00,SELL,2557.45,195,2557.45,418.42795420249996,1282.899583962429
2026-04-08 05:30:00,BUY,2557.45,195,2557.45,867.2604292024998,0.0
2026-04-08 06:15:00,SELL,2570.6,195,2570.6,420.45809657000007,1276.5314742275177
2026-04-08 06:45:00,SELL,2570.6,195,2570.6,420.45809657000007,1276.5314742275177
2026-04-08 07:00:00,BUY,2557.45,195,2557.45,867.2604292024998,0.0
2026-04-08 08:00:00,BUY,2557.45,195,2557.45,867.2604292024998,0.0
2026-04-09 03:45:00,SELL,2570.6,195,2570.6,420.45809657000007,1276.5314742275177
2026-04-09 04:00:00,SELL,2570.6,195,2570.6,420.45809657000007,1276.5314742275177
2026-04-09 04:00:00,BUY,2557.45,195,2557.45,867.2604292024998,0.0
2026-04-09 04:15:00,BUY,2557.45,195,2557.45,867.2604292024998,0.0
2026-04-09 04:15:00,SELL,2570.6,195,2570.6,420.45809657000007,1276.5314742275177
2026-04-09 04:30:00,BUY,2557.45,195,2557.45,867.2604292024998,0.0
