timestamp,side,price,qty,grid_level,cost,pnl
2026-03-24 03:45:00,BUY,5154.75,33,5154.75,311.3712900425,0.0
2026-03-24 03:45:00,BUY,5170.2,33,5170.2,312.23380838599996,0.0
2026-03-24 03:45:00,SELL,5185.65,33,5185.65,159.0825217295,38.53366988449403
2026-03-24 03:45:00,SELL,5170.2,33,5170.2,158.67886838600003,39.79984157149397
2026-03-24 04:00:00,BUY,5185.65,33,5185.65,313.0963267295,0.0
2026-03-24 04:15:00,BUY,5170.2,33,5170.2,312.23380838599996,0.0
2026-03-24 04:30:00,BUY,5139.3,33,5139.3,310.50877169899996,0.0
2026-03-24 05:00:00,SELL,5154.75,33,5154.75,158.2752150425,41.066013258494024
2026-03-24 05:00:00,BUY,5139.3,33,5139.3,310.50877169899996,0.0
2026-03-24 05:15:00,BUY,5139.3,33,5139.3,310.50877169899996,0.0
2026-03-24 05:15:00,SELL,5154.75,33,5154.75,158.2752150425,41.066013258494024
2026-03-24 05:30:00,SELL,5154.75,33,5154.75,158.2752150425,41.066013258494024
2026-03-24 06:00:00,BUY,5154.75,33,5154.75,311.3712900425,0.0
2026-03-24 06:00:00,SELL,5170.2,33,5170.2,158.67886838600003,39.79984157149397
2026-03-24 06:15:00,BUY,5170.2,33,5170.2,312.23380838599996,0.0
2026-03-24 06:30:00,BUY,5170.2,33,5170.2,312.23380838599996,0.0
2026-03-24 06:45:00,BUY,5170.2,33,5170.2,312.23380838599996,0.0
2026-03-24 06:45:00,SELL,5201.1,33,5201.1,159.486175073,37.26749819752402
2026-03-24 06:45:00,SELL,5185.65,33,5185.65,159.0825217295,38.53366988449403
2026-03-24 07:00:00,BUY,5216.55,33,5216.55,314.8213634165,0.0
2026-03-24 07:00:00,BUY,5232.0,33,5232.0,315.6838817600001,0.0
2026-03-24 07:00:00,SELL,5247.45,33,5247.45,160.69713510350005,33.468983136493875
2026-03-24 07:00:00,SELL,5232.0,33,5232.0,160.29348176000002,34.735154823493986
2026-03-24 07:15:00,BUY,5247.45,33,5247.45,316.54640010350005,0.0
2026-03-24 07:30:00,BUY,5247.45,33,5247.45,316.54640010350005,0.0
2026-03-24 07:30:00,SELL,5262.9,33,5262.9,161.100788447,32.202811449493936
2026-03-24 07:45:00,BUY,5262.9,33,5262.9,317.408918447,0.0
2026-03-24 07:45:00,SELL,5278.35,33,5278.35,161.50444179050004,30.936639762523953
2026-03-24 07:45:00,SELL,5262.9,33,5262.9,161.100788447,32.202811449493936
2026-03-24 08:15:00,BUY,5278.35,33,5278.35,318.27143679050005,0.0
2026-03-24 08:30:00,BUY,5293.8,33,5293.8,319.13395513399996,0.0
2026-03-24 08:30:00,SELL,5293.8,33,5293.8,161.908095134,29.670468075493943
2026-03-24 08:45:00,SELL,5309.25,33,5309.25,162.3117484775,28.404296388494032
2026-03-24 08:45:00,BUY,5293.8,33,5293.8,319.13395513399996,0.0
2026-03-24 09:00:00,BUY,5278.35,33,5278.35,318.27143679050005,0.0
2026-03-25 03:45:00,SELL,5309.25,33,5309.25,162.3117484775,28.404296388494032
2026-03-25 03:45:00,SELL,5293.8,33,5293.8,161.908095134,29.670468075493943
2026-03-25 04:00:00,BUY,5309.25,33,5309.25,319.99647347750005,0.0
2026-03-25 04:15:00,BUY,5324.7,33,5324.7,320.858991821,0.0
2026-03-25 04:15:00,SELL,5340.15,33,5340.15,163.11905516449997,25.87195301449401
2026-03-25 04:15:00,SELL,5324.7,33,5324.7,162.715401821,27.13812470149395
2026-03-25 04:30:00,BUY,5324.7,33,5324.7,320.858991821,0.0
2026-03-25 04:30:00,SELL,5340.15,33,5340.15,163.11905516449997,25.87195301449401
2026-03-25 04:45:00,BUY,5340.15,33,5340.15,321.7215101645,0.0
2026-03-25 04:45:00,SELL,5355.6,33,5355.6,163.52270850800005,24.60578132752397
2026-03-25 05:15:00,BUY,5340.15,33,5340.15,321.7215101645,0.0
2026-03-25 05:45:00,BUY,5324.7,33,5324.7,320.858991821,0.0
2026-03-25 08:15:00,SELL,5340.15,33,5340.15,163.11905516449997,25.87195301449401
2026-03-25 08:30:00,BUY,5340.15,33,5340.15,321.7215101645,0.0
2026-03-27 03:45:00,SELL,5185.65,33,5185.65,159.0825217295,38.53366988449403
2026-03-27 03:45:00,BUY,5185.65,33,5185.65,313.0963267295,0.0
2026-03-27 04:00:00,SELL,5201.1,33,5201.1,159.486175073,37.26749819752402
2026-03-27 04:00:00,SELL,5185.65,33,5185.65,159.0825217295,38.53366988449403
2026-03-27 04:00:00,BUY,5185.65,33,5185.65,313.0963267295,0.0
2026-03-27 04:00:00,BUY,5201.1,33,5201.1,313.958845073,0.0
2026-03-27 04:15:00,SELL,5185.65,33,5185.65,159.0825217295,38.53366988449403
2026-03-27 04:15:00,BUY,5170.2,33,5170.2,312.23380838599996,0.0
2026-04-01 03:45:00,SELL,5216.55,33,5216.55,159.8898284165,36.00132651049398
2026-04-01 03:45:00,SELL,5201.1,33,5201.1,159.486175073,37.26749819752402
2026-04-01 03:45:00,SELL,5185.65,33,5185.65,159.0825217295,38.53366988449403
2026-04-01 04:00:00,BUY,5185.65,33,5185.65,313.0963267295,0.0
2026-04-01 04:15:00,BUY,5170.2,33,5170.2,312.23380838599996,0.0
2026-04-01 04:15:00,BUY,5185.65,33,5185.65,313.0963267295,0.0
2026-04-01 04:15:00,SELL,5201.1,33,5201.1,159.486175073,37.26749819752402
2026-04-01 04:15:00,SELL,5185.65,33,5185.65,159.0825217295,38.53366988449403
2026-04-01 04:30:00,SELL,5201.1,33,5201.1,159.486175073,37.26749819752402
2026-04-01 04:30:00,BUY,5170.2,33,5170.2,312.23380838599996,0.0
2026-04-01 04:45:00,BUY,5154.75,33,5154.75,311.3712900425,0.0
2026-04-01 05:00:00,SELL,5170.2,33,5170.2,158.67886838600003,39.79984157149397
2026-04-01 05:15:00,BUY,5154.75,33,5154.75,311.3712900425,0.0
2026-04-01 05:30:00,BUY,5139.3,33,5139.3,310.50877169899996,0.0
2026-04-01 06:00:00,SELL,5154.75,33,5154.75,158.2752150425,41.066013258494024
2026-04-01 06:00:00,BUY,5139.3,33,5139.3,310.50877169899996,0.0
2026-04-01 06:30:00,SELL,5154.75,33,5154.75,158.2752150425,41.066013258494024
2026-04-01 06:45:00,BUY,5154.75,33,5154.75,311.3712900425,0.0
2026-04-01 07:15:00,SELL,5170.2,33,5170.2,158.67886838600003,39.79984157149397
2026-04-01 07:30:00,BUY,5154.75,33,5154.75,311.3712900425,0.0
2026-04-09 03:45:00,SELL,5355.6,33,5355.6,163.52270850800005,24.60578132752397
2026-04-09 04:00:00,SELL,5355.6,33,5355.6,163.52270850800005,24.60578132752397
2026-04-09 04:00:00,BUY,5324.7,33,5324.7,320.858991821,0.0
2026-04-09 04:00:00,BUY,5340.15,33,5340.15,321.7215101645,0.0
2026-04-10 03:45:00,SELL,5355.6,33,5355.6,163.52270850800005,24.60578132752397
2026-04-10 03:45:00,SELL,5340.15,33,5340.15,163.11905516449997,25.87195301449401
2026-04-10 04:00:00,BUY,5371.05,33,5371.05,323.4465468515,0.0
2026-04-10 04:00:00,SELL,5386.5,33,5386.5,164.33001519500002,22.073437953493993
2026-04-10 04:15:00,BUY,5401.95,33,5401.95,325.1715835385,0.0
2026-04-10 04:15:00,SELL,5417.4,33,5417.4,165.13732188199998,19.54109457949403
2026-04-10 04:30:00,BUY,5355.6,33,5355.6,322.5840285080001,0.0
2026-04-10 04:30:00,BUY,5371.05,33,5371.05,323.4465468515,0.0
2026-04-10 04:45:00,SELL,5371.05,33,5371.05,163.92636185150002,23.339609640493904
2026-04-10 05:45:00,BUY,5371.05,33,5371.05,323.4465468515,0.0
2026-04-10 06:00:00,SELL,5386.5,33,5386.5,164.33001519500002,22.073437953493993
2026-04-10 06:15:00,SELL,5386.5,33,5386.5,164.33001519500002,22.073437953493993
2026-04-10 06:45:00,BUY,5401.95,33,5401.95,325.1715835385,0.0
2026-04-10 06:45:00,BUY,5417.4,33,5417.4,326.03410188199996,0.0
2026-04-10 06:45:00,SELL,5432.85,33,5432.85,165.54097522550003,18.274922892524017
2026-04-10 06:45:00,SELL,5417.4,33,5417.4,165.13732188199998,19.54109457949403
2026-04-10 07:00:00,BUY,5448.3,33,5448.3,327.759138569,0.0
2026-04-10 07:00:00,SELL,5463.75,33,5463.75,166.3482819125,15.742579518493983
2026-04-10 07:15:00,BUY,5463.75,33,5463.75,328.6216569125,0.0
2026-04-10 08:15:00,BUY,5463.75,33,5463.75,328.6216569125,0.0
2026-04-10 09:30:00,SELL,5479.2,33,5479.2,166.751935256,14.476407831494015
2026-04-13 03:45:00,BUY,5309.25,33,5309.25,319.99647347750005,0.0
2026-04-13 03:45:00,SELL,5324.7,33,5324.7,162.715401821,27.13812470149395
2026-04-13 04:00:00,BUY,5324.7,33,5324.7,320.858991821,0.0
2026-04-13 04:15:00,SELL,5340.15,33,5340.15,163.11905516449997,25.87195301449401
2026-04-13 04:45:00,BUY,5324.7,33,5324.7,320.858991821,0.0
2026-04-15 03:45:00,SELL,5340.15,33,5340.15,163.11905516449997,25.87195301449401
2026-04-15 03:45:00,BUY,5293.8,33,5293.8,319.13395513399996,0.0
2026-04-15 04:00:00,SELL,5309.25,33,5309.25,162.3117484775,28.404296388494032
2026-04-15 04:00:00,BUY,5278.35,33,5278.35,318.27143679050005,0.0
2026-04-15 07:45:00,SELL,5293.8,33,5293.8,161.908095134,29.670468075493943
