timestamp,equity,cash,inventory_qty,inventory_value,realized_pnl,unrealized_pnl
2026-03-24 03:45:00,999664.0,700276.5,125,299387.5,0.0,193.75
2026-03-24 04:00:00,998404.4,401379.4,250,597025.0,0.0,-537.5
2026-03-24 04:15:00,998229.4,401379.4,250,596850.0,0.0,-712.5
2026-03-24 04:30:00,997458.69,103308.69,375,894150.0,0.0,-956.25
2026-03-24 04:45:00,999475.89,700350.89,125,299125.0,74.39,-68.75
2026-03-24 05:00:00,997453.79,401453.79,250,596000.0,74.39,-1562.5
2026-03-24 05:15:00,997753.79,401453.79,250,596300.0,74.39,-1262.5
2026-03-24 05:30:00,1000739.96,401489.96,250,599250.0,110.56,1687.5
2026-03-24 05:45:00,1003929.66,701279.66,125,302650.0,176.76,4281.25
2026-03-24 06:00:00,1004305.59,701305.59,125,303000.0,202.69,4631.25
2026-03-24 06:15:00,1005329.47,701329.47,125,304000.0,226.57,5631.25
2026-03-24 06:30:00,1003548.99,397473.99,250,606075.0,226.57,4387.5
2026-03-24 06:45:00,1003222.87,397497.87,250,605725.0,250.45,4037.5
2026-03-24 07:00:00,1002606.29,94468.79,375,908137.5,250.45,3956.25
2026-03-24 07:15:00,1001931.29,94468.79,375,907462.5,250.45,3281.25
2026-03-24 07:30:00,999831.29,94468.79,375,905362.5,250.45,1181.25
2026-03-24 07:45:00,1002306.29,94468.79,375,907837.5,250.45,3656.25
2026-03-24 08:00:00,1003618.79,94468.79,375,909150.0,250.45,4968.75
2026-03-24 08:15:00,1000307.21,94494.71,375,905812.5,276.38,1631.25
2026-03-24 08:30:00,1000757.21,94494.71,375,906262.5,276.38,2081.25
2026-03-24 08:45:00,995019.71,94494.71,375,900525.0,276.38,-3656.25
2026-03-24 09:00:00,994457.21,94494.71,375,899962.5,276.38,-4218.75
2026-03-24 09:15:00,995282.21,94494.71,375,900787.5,276.38,-3393.75
2026-03-24 09:30:00,993557.21,94494.71,375,899062.5,276.38,-5118.75
2026-03-24 09:45:00,994794.71,94494.71,375,900300.0,276.38,-3881.25
2026-03-25 03:45:00,992991.99,93704.49,375,899287.5,312.55,-5718.75
2026-03-25 04:00:00,992916.99,93704.49,375,899212.5,312.55,-5793.75
2026-03-25 04:15:00,997337.11,393462.11,250,603875.0,346.67,-1937.5
2026-03-25 04:30:00,996712.11,393462.11,250,603250.0,346.67,-2562.5
2026-03-25 04:45:00,997240.09,393490.09,250,603750.0,374.65,-2062.5
2026-03-25 05:00:00,998765.09,393490.09,250,605275.0,374.65,-537.5
2026-03-25 05:15:00,997665.09,393490.09,250,604175.0,374.65,-1637.5
2026-03-25 05:30:00,998490.09,393490.09,250,605000.0,374.65,-812.5
2026-03-25 05:45:00,997740.09,393490.09,250,604250.0,374.65,-1562.5
2026-03-25 06:00:00,996012.4,91287.4,375,904725.0,374.65,-2756.25
2026-03-25 06:15:00,996162.4,91287.4,375,904875.0,374.65,-2606.25
2026-03-25 06:30:00,995937.4,91287.4,375,904650.0,374.65,-2831.25
2026-03-25 06:45:00,996612.4,91287.4,375,905325.0,374.65,-2156.25
2026-03-25 07:00:00,997287.4,91287.4,375,906000.0,374.65,-1481.25
2026-03-25 07:15:00,994249.9,91287.4,375,902962.5,374.65,-4518.75
2026-03-25 07:30:00,995712.4,91287.4,375,904425.0,374.65,-3056.25
