timestamp,equity,cash,inventory_qty,inventory_value,realized_pnl,unrealized_pnl
2026-03-24 03:45:00,1000983.63,1000983.63,0,0.0,983.63,0.0
2026-03-24 04:00:00,1000983.63,1000983.63,0,0.0,983.63,0.0
2026-03-24 04:15:00,1000983.63,1000983.63,0,0.0,983.63,0.0
2026-03-24 04:30:00,1001481.88,707504.38,57,293977.5,983.63,1017.45
2026-03-24 04:45:00,1001971.64,1001971.64,0,0.0,1971.64,0.0
2026-03-24 05:00:00,1000759.89,708492.39,57,292267.5,1971.64,-692.55
2026-03-24 05:15:00,1001144.13,415013.13,114,586131.0,1971.64,210.9
2026-03-24 05:30:00,1002056.13,415013.13,114,587043.0,1971.64,1122.9
2026-03-24 05:45:00,1002227.13,415013.13,114,587214.0,1971.64,1293.9
2026-03-24 06:00:00,1004170.4,709480.4,57,294690.0,2959.65,1729.95
2026-03-24 06:15:00,1003077.77,708701.27,57,294376.5,3947.66,-347.7
2026-03-24 06:30:00,1003020.77,708701.27,57,294319.5,3947.66,-404.7
2026-03-24 06:45:00,1006683.4,709684.9,57,296998.5,4931.29,2274.3
2026-03-24 07:00:00,1010536.77,710659.77,57,299877.0,5906.16,5152.8
2026-03-24 07:15:00,1009596.27,710659.77,57,298936.5,5906.16,4212.3
2026-03-24 07:30:00,1010764.77,710659.77,57,300105.0,5906.16,5380.8
2026-03-24 07:45:00,1014414.26,711630.26,57,302784.0,6876.64,8059.8
2026-03-24 08:00:00,1013958.26,711630.26,57,302328.0,6876.64,7603.8
2026-03-24 08:15:00,1012960.76,711630.26,57,301330.5,6876.64,6606.3
2026-03-24 08:30:00,1014199.33,409315.33,114,604884.0,6876.64,8379.0
2026-03-24 08:45:00,1013214.9,107000.4,171,906214.5,6876.64,7928.7
2026-03-24 09:00:00,1010222.4,107000.4,171,903222.0,6876.64,4936.2
2026-03-24 09:15:00,1009367.4,107000.4,171,902367.0,6876.64,4081.2
2026-03-24 09:30:00,1003980.9,107000.4,171,896980.5,6876.64,-1305.3
2026-03-24 09:45:00,1006118.4,107000.4,171,899118.0,6876.64,832.2
2026-03-25 03:45:00,1018471.43,410281.43,114,608190.0,7842.75,11685.0
2026-03-25 04:00:00,1017343.96,713562.46,57,303781.5,8808.85,9057.3
2026-03-25 04:15:00,1017385.4,409480.4,114,607905.0,8808.85,9635.85
2026-03-25 04:30:00,1017255.84,105398.34,171,911857.5,8808.85,10043.4
2026-03-25 04:45:00,1021368.13,410442.13,114,610926.0,9770.58,12656.85
2026-03-25 05:00:00,1020920.41,715485.91,57,305434.5,10732.3,10710.3
2026-03-25 05:15:00,1019837.41,715485.91,57,304351.5,10732.3,9627.3
2026-03-25 05:30:00,1019865.91,715485.91,57,304380.0,10732.3,9655.8
2026-03-25 05:45:00,1017940.85,411403.85,114,606537.0,10732.3,8267.85
2026-03-25 06:00:00,1017370.85,411403.85,114,605967.0,10732.3,7697.85
2026-03-25 06:15:00,1018837.29,107321.79,171,911515.5,10732.3,9701.4
2026-03-25 06:30:00,1017725.79,107321.79,171,910404.0,10732.3,8589.9
2026-03-25 06:45:00,1017298.29,107321.79,171,909976.5,10732.3,8162.4
2026-03-25 07:00:00,1018324.29,107321.79,171,911002.5,10732.3,9188.4
2026-03-25 07:15:00,1017896.79,107321.79,171,910575.0,10732.3,8760.9
2026-03-25 07:30:00,1018837.29,107321.79,171,911515.5,10732.3,9701.4
2026-03-25 07:45:00,1019093.79,107321.79,171,911772.0,10732.3,9957.9
2026-03-25 08:00:00,1018837.29,107321.79,171,911515.5,10732.3,9701.4
2026-03-25 08:15:00,1020290.79,107321.79,171,912969.0,10732.3,11154.9
2026-03-25 08:30:00,1019863.29,107321.79,171,912541.5,10732.3,10727.4
2026-03-25 08:45:00,1014391.29,107321.79,171,907069.5,10732.3,5255.4
2026-03-25 09:00:00,1012595.79,107321.79,171,905274.0,10732.3,3459.9
2026-03-25 09:15:00,1013450.79,107321.79,171,906129.0,10732.3,4314.9
2026-03-25 09:30:00,1011826.29,107321.79,171,904504.5,10732.3,2690.4
2026-03-25 09:45:00,1009859.79,107321.79,171,902538.0,10732.3,723.9
2026-03-27 03:45:00,996336.79,106538.29,171,889798.5,11715.93,-13779.75
2026-03-27 04:00:00,995054.29,106538.29,171,888516.0,11715.93,-15062.25
2026-03-27 04:15:00,990095.29,106538.29,171,883557.0,11715.93,-20021.25
2026-03-27 04:30:00,988556.29,106538.29,171,882018.0,11715.93,-21560.25
2026-03-27 04:45:00,989240.29,106538.29,171,882702.0,11715.93,-20876.25
2026-03-27 05:00:00,989154.79,106538.29,171,882616.5,11715.93,-20961.75
2026-03-27 05:15:00,987530.29,106538.29,171,880992.0,11715.93,-22586.25
2026-03-27 05:30:00,987957.79,106538.29,171,881419.5,11715.93,-22158.75
2026-03-27 05:45:00,986418.79,106538.29,171,879880.5,11715.93,-23697.75
2026-03-27 06:00:00,986589.79,106538.29,171,880051.5,11715.93,-23526.75
2026-03-27 06:15:00,987701.29,106538.29,171,881163.0,11715.93,-22415.25
2026-03-27 06:30:00,985478.29,106538.29,171,878940.0,11715.93,-24638.25
2026-03-27 06:45:00,987615.79,106538.29,171,881077.5,11715.93,-22500.75
2026-03-27 07:00:00,991292.29,106538.29,171,884754.0,11715.93,-18824.25
2026-03-27 07:15:00,991463.29,106538.29,171,884925.0,11715.93,-18653.25
2026-03-27 07:30:00,990950.29,106538.29,171,884412.0,11715.93,-19166.25
2026-03-27 07:45:00,990009.79,106538.29,171,883471.5,11715.93,-20106.75
2026-03-27 08:00:00,990266.29,106538.29,171,883728.0,11715.93,-19850.25
2026-03-27 08:15:00,991206.79,106538.29,171,884668.5,11715.93,-18909.75
2026-03-27 08:30:00,990779.29,106538.29,171,884241.0,11715.93,-19337.25
2026-03-27 08:45:00,989240.29,106538.29,171,882702.0,11715.93,-20876.25
2026-03-27 09:00:00,989496.79,106538.29,171,882958.5,11715.93,-20619.75
2026-03-27 09:15:00,990522.79,106538.29,171,883984.5,11715.93,-19593.75
2026-03-27 09:30:00,986162.29,106538.29,171,879624.0,11715.93,-23954.25
2026-03-27 09:45:00,988556.29,106538.29,171,882018.0,11715.93,-21560.25
2026-03-30 03:45:00,976073.29,106538.29,171,869535.0,11715.93,-34043.25
2026-03-30 04:00:00,980348.29,106538.29,171,873810.0,11715.93,-29768.25
2026-03-30 04:15:00,980861.29,106538.29,171,874323.0,11715.93,-29255.25
2026-03-30 04:30:00,978552.79,106538.29,171,872014.5,11715.93,-31563.75
2026-03-30 04:45:00,975987.79,106538.29,171,869449.5,11715.93,-34128.75
2026-03-30 05:00:00,974705.29,106538.29,171,868167.0,11715.93,-35411.25
2026-03-30 05:15:00,974106.79,106538.29,171,867568.5,11715.93,-36009.75
2026-03-30 05:30:00,975132.79,106538.29,171,868594.5,11715.93,-34983.75
2026-03-30 05:45:00,980091.79,106538.29,171,873553.5,11715.93,-30024.75
2026-03-30 06:00:00,979920.79,106538.29,171,873382.5,11715.93,-30195.75
2026-03-30 06:15:00,982656.79,106538.29,171,876118.5,11715.93,-27459.75
2026-03-30 06:30:00,983340.79,106538.29,171,876802.5,11715.93,-26775.75
2026-03-30 06:45:00,981117.79,106538.29,171,874579.5,11715.93,-28998.75
2026-03-30 07:00:00,982058.29,106538.29,171,875520.0,11715.93,-28058.25
2026-03-30 07:15:00,978894.79,106538.29,171,872356.5,11715.93,-31221.75
2026-03-30 07:30:00,979493.29,106538.29,171,872955.0,11715.93,-30623.25
2026-03-30 07:45:00,978894.79,106538.29,171,872356.5,11715.93,-31221.75
2026-03-30 08:00:00,981459.79,106538.29,171,874921.5,11715.93,-28656.75
2026-03-30 08:15:00,977270.29,106538.29,171,870732.0,11715.93,-32846.25
2026-03-30 08:30:00,974876.29,106538.29,171,868338.0,11715.93,-35240.25
2026-03-30 08:45:00,974534.29,106538.29,171,867996.0,11715.93,-35582.25
2026-03-30 09:00:00,973764.79,106538.29,171,867226.5,11715.93,-36351.75
2026-03-30 09:15:00,975474.79,106538.29,171,868936.5,11715.93,-34641.75
2026-03-30 09:30:00,973422.79,106538.29,171,866884.5,11715.93,-36693.75
2026-03-30 09:45:00,971798.29,106538.29,171,865260.0,11715.93,-38318.25
2026-04-01 03:45:00,998585.06,404531.06,114,594054.0,12695.18,-13035.9
2026-04-01 04:00:00,995051.06,404531.06,114,590520.0,12695.18,-16569.9
2026-04-01 04:15:00,997972.69,405514.69,114,592458.0,13678.81,-14631.9
2026-04-01 04:30:00,994252.8,110268.3,171,883984.5,13678.81,-17829.6
2026-04-01 04:45:00,991773.3,110268.3,171,881505.0,13678.81,-20309.1
2026-04-01 05:00:00,994252.8,110268.3,171,883984.5,13678.81,-17829.6
2026-04-01 05:15:00,991858.8,110268.3,171,881590.5,13678.81,-20223.6
2026-04-01 05:30:00,988609.8,110268.3,171,878341.5,13678.81,-23472.6
2026-04-01 05:45:00,989037.3,110268.3,171,878769.0,13678.81,-23045.1
2026-04-01 06:00:00,988011.3,110268.3,171,877743.0,13678.81,-24071.1
2026-04-01 06:15:00,986899.8,110268.3,171,876631.5,13678.81,-25182.6
