symbol,fyers_symbol,industry,cmp,avg_volume,avg_turnover,data_days,range_low,range_high,range_width_pts,range_width_pct,support_touches,resistance_touches,containment_pct,range_valid,range_watch,range_position,in_bottom_zone,below_range,above_range,breakdown,breakout,strong_downtrend,avg_bar_range_15m,avg_bar_range_5m,grid_gap_pts,total_grid_levels,grids_to_bottom,order_qty,order_value,gross_cycle_profit,round_trip_cost,net_cycle_profit,allocated_capital,cash_reserve,max_downside_buy_value,initial_buy_value,initial_buy_qty,initial_buy_used_value,unused_cash,entry_status,grid_status,final_status,final_reason,candidate_score
TCS,NSE:TCS-EQ,Information Technology,2276.2,4139705,10140456118,60,2268.16,2647.84,379.68,16.74,5,5,96.7,True,False,0.0212,True,False,False,False,False,False,8.7815,4.9286,6.6,58,2,125,284525.0,825.0,753.8,71.2,1000000,709828.12,567862.5,290171.88,127,289077.4,1094.48,ENTRY_VALID,GRID_VALID,TRADE_READY,qty=125 gap=6.6 net=₹71,87.7
HEROMOTOCO,NSE:HEROMOTOCO-EQ,Automobile and Auto Components,4983.0,584763,3066835578,60,4923.0,5767.7,844.7,17.16,12,4,96.7,True,False,0.071,True,False,False,False,False,False,20.6327,11.6533,15.45,55,4,33,164439.0,509.85,455.57,54.28,1000000,816118.88,652895.1,183881.12,36,179388.0,4493.12,ENTRY_VALID,GRID_VALID,TRADE_READY,qty=33 gap=15.45 net=₹54,58.59
